Jawor,Ville,Dworcowa,92,7,23-082
Mysłowice,Ville,Kamienna,87/04,35,81-424
Knurów,Ville,Wolności,51/58,10,04-203
Iława,Ville,Sucharskiego,701,39,18-606
Lubliniec,Ville,Podwale,39/60,50,64-656
Łaziska Górne,Ville,Hallera,93,24,66-875
Częstochowa,Ville,Klonowa,392,7,34-269
Swarzędz,Ville,Rzemieślnicza,95/08,22,51-027
Piekary Śląskie,Ville,Pułaskiego,72/11,25,88-841
Kłodzko,Ville,Konstytucji 3 Maja,39,43,95-404
Kalisz,Ville,Glówna,12/00,28,60-321
Żyrardów,Ville,Północna,78/83,8,42-288
Mikołów,Ville,Morcinka,550,2,10-775
Zamość,Ville,Chełmońskiego,53,42,34-535
Ostrowiec Świętokrzyski,Ville,Stolarska,837,22,17-526
Będzin,Ville,Pszenna,01,20,17-896
Mińsk Mazowiecki,Ville,Żeglarska,06/62,10,87-702
Piastów,Ville,Widok,18,13,64-333
Pruszcz Gdański,Ville,Widok,670,10,36-080
Jastrzębie-Zdrój,Ville,Żeromskiego,03/05,6,49-573
Szczytno,Ville,Głowackiego,612,13,53-792
Skawina,Ville,Szmaragdowa,818,26,09-727
Płońsk,Ville,Liliowa,55/30,29,15-896
Czeladź,Ville,Czereśniowa,69,2,17-630
Bełchatów,Ville,Tuwima,75,20,17-627
Środa Wielkopolska,Ville,Słowackiego,16/65,38,26-824
Goleniów,Ville,Spacerowa,97/68,16,95-341
Czechowice-Dziedzice,Ville,Strażacka,72,7,77-592
Piekary Śląskie,Ville,Wczasowa,66/76,1,90-534
Jastrzębie-Zdrój,Ville,Letniskowa,00/60,31,10-900
Jarocin,Ville,Tylna,03/69,48,54-649
Świętochłowice,Ville,Piłsudskiego,91,47,60-214
Głogów,Ville,Prusa,92,8,49-295
Oświęcim,Ville,Miłosza,32/10,24,78-893
Świebodzice,Ville,Sucharskiego,25/99,19,12-214
Gdańsk,Ville,Dworcowa,111,12,99-067
Lębork,Ville,Ludowa,040,28,28-553
Starogard Gdański,Ville,Długa,33,17,78-508
Goleniów,Ville,Brzozowa,23/81,1,93-556
Siedlce,Ville,Kielecka,96,2,83-628
Tarnobrzeg,Ville,Daleka,33/24,2,99-287
Przemyśl,Ville,Tulipanowa,62,22,75-509
Biała Podlaska,Ville,Kruczkowskiego,65,24,61-548
Cieszyn,Ville,Pogodna,53,50,20-817
Tomaszów Mazowiecki,Ville,Radosna,09/29,12,33-034
Wałbrzych,Ville,Truskawkowa,01,45,28-351
Kędzierzyn-Koźle,Ville,Cegielniana,50,32,27-409
Brzeg,Ville,Czereśniowa,43/08,48,56-878
Mielec,Ville,Browarna,743,31,43-792
Zawiercie,Ville,Orzeszkowej,659,43,22-133
Świdnica,Ville,Częstochowska,871,32,70-284
Żywiec,Ville,Sawickiej,893,48,17-479
Świdnik,Ville,Ceglana,968,1,24-394
Brzeg,Ville,Topolowa,62/74,36,93-151
Leszno,Ville,Przemysłowa,447,32,13-578
Chorzów,Ville,Górnicza,141,32,37-703
Pszczyna,Ville,Konopnickiej,08/39,21,72-219
Ruda Śląska,Ville,Brzoskwiniowa,02,32,58-106
Katowice,Ville,Irysowa,56/22,10,99-893
Gorlice,Ville,Mała,26,19,31-407
Puławy,Ville,Lipca,110,34,05-230
Kościan,Ville,Wyzwolenia,73/28,49,27-650
Tarnobrzeg,Ville,Księżycowa,79/46,30,88-947
Żory,Ville,Kreta,37/03,21,52-557
Będzin,Ville,Kowalska,544,14,70-438
Pruszcz Gdański,Ville,Wybickiego,61,14,67-607
Chorzów,Ville,Zachodnia,063,8,16-896
Jelenia Góra,Ville,Widokowa,47/09,1,68-672
Augustów,Ville,Rózana,37,40,40-486
Krotoszyn,Ville,Żytnia,207,21,78-009
Żyrardów,Ville,Niepodległości,458,15,18-799
Wejherowo,Ville,Wojciecha,68,35,60-846
Warszawa,Ville,Kopernika,552,21,21-407
Świnoujście,Ville,Żabia,48,12,30-121
Zamość,Ville,Szeroka,399,28,92-368
Łuków,Ville,Wierzbowa,33,35,03-087
Kłodzko,Ville,Sarnia,07,40,85-861
Tczew,Ville,Majowa,420,28,19-560
Tarnowskie Góry,Ville,Modrzewiowa,86/71,35,18-571
Dzierżoniów,Ville,Tuwima,64/17,46,54-234
Zabrze,Ville,Szarych Szeregów,556,37,85-730
Łódź,Ville,Kasztanowa,55,11,15-399
Świebodzice,Ville,Fiołkowa,22/51,8,61-040
Jaworzno,Ville,Kaszubska,150,28,99-067
Mińsk Mazowiecki,Ville,Maja,791,18,25-118
Częstochowa,Ville,Jesienna,943,27,71-549
Pabianice,Ville,Szpitalna,568,45,82-300
Jarocin,Ville,Powstańców Śląskich,28,27,94-576
Września,Ville,Graniczna,77/68,11,88-981
Brzeg,Ville,Wiklinowa,103,14,18-611
Wrocław,Ville,Wiklinowa,88/78,45,57-303
Piastów,Ville,Letnia,243,46,53-994
Częstochowa,Ville,Mazurska,567,46,25-021
Gorlice,Ville,Strzelecka,75/69,39,20-246
Kalisz,Ville,Nowowiejska,141,19,54-116
Konin,Ville,Sokola,196,46,40-236
Zielona Góra,Ville,Waryńskiego,121,29,05-134
Augustów,Ville,Mostowa,31/85,31,54-998
Biłgoraj,Ville,Ogrodowa,28,46,80-683
Cieszyn,Ville,Dworcowa,11,4,53-687
Wągrowiec,Ville,Częstochowska,32,4,44-164
Biała Podlaska,Ville,Szarych Szeregów,26,15,03-480
Myszków,Ville,Środkowa,624,48,67-683
Świebodzice,Ville,Południowa,08/59,17,74-079
Zambrów,Ville,Cicha,712,48,41-779
Głogów,Ville,Wyspiańskiego,823,6,02-192
Nysa,Ville,Liliowa,04,45,76-127
Starogard Gdański,Ville,Nadbrzeżna,61,30,28-263
Mińsk Mazowiecki,Ville,Rataja,40,30,01-143
Biała Podlaska,Ville,Czereśniowa,207,1,38-176
Jastrzębie-Zdrój,Ville,Młyńska,57/95,30,27-464
Wieluń,Ville,Lawendowa,566,46,11-681
Opole,Ville,Majowa,19,46,21-937
Zamość,Ville,Makowa,17/05,1,74-760
Jastrzębie-Zdrój,Ville,Lipca,241,33,81-716
Inowrocław,Ville,Cedrowa,43/86,15,71-690
Stargard Szczeciński,Ville,Pogodna,68,19,63-462
Marki,Ville,Fredry,507,1,13-720
Mława,Ville,Młynarska,389,27,65-762
Wieluń,Ville,Kaszubska,08/55,10,95-762
Knurów,Ville,Mieszka I,670,49,21-809
Kędzierzyn-Koźle,Ville,Zielona,19/71,26,73-973
Brodnica,Ville,Jeżynowa,360,34,58-909
Wałbrzych,Ville,Piastowska,64/41,19,17-458
Lubin,Ville,Kopernika,00,17,41-115
Nowa Sól,Ville,Zielna,24,8,65-918
Bartoszyce,Ville,Chmielna,46,21,64-814
Wejherowo,Ville,Poprzeczna,129,34,05-432
Sochaczew,Ville,Krakowska,62/33,7,99-423
Czechowice-Dziedzice,Ville,Plażowa,61/41,39,79-221
Ciechanów,Ville,Południowa,89,10,26-655
Wałbrzych,Ville,Jałowcowa,955,12,04-828
Koszalin,Ville,Bema,491,39,49-612
Wrocław,Ville,Drzymały,698,2,56-065
Dzierżoniów,Ville,Podleśna,67/11,35,88-901
Kielce,Ville,Kraszewskiego,97,15,93-800
Skawina,Ville,Broniewskiego,02/28,10,76-852
Wieluń,Ville,Listopada,92,37,30-417
Nowy Sącz,Ville,Poziomkowa,36,33,71-444
Ełk,Ville,Nałkowskiej,42/53,30,52-157
Olsztyn,Ville,Mazowiecka,78/64,39,77-311
Dąbrowa Górnicza,Ville,Grunwaldzka,55/73,50,54-547
Bydgoszcz,Ville,Czereśniowa,65/32,13,51-875
Mysłowice,Ville,Stawowa,25/09,14,88-806
Białystok,Ville,Podmiejska,48/46,2,40-059
Krosno,Ville,Stroma,44/41,26,45-956
Ostrów Wielkopolski,Ville,Kusocińskiego,444,15,05-071
Wołomin,Ville,Witosa,18,50,59-033
Biała Podlaska,Ville,Zakątek,423,2,63-128
Grodzisk Mazowiecki,Ville,Rycerska,52/91,37,61-856
Tczew,Ville,Baczynskiego,348,33,44-100
Gdańsk,Ville,Kamienna,73/07,45,69-118
Tarnobrzeg,Ville,Glówna,87,44,10-635
Racibórz,Ville,Robotnicza,83/25,1,43-304
Bełchatów,Ville,Południowa,29/57,46,77-292
Tychy,Ville,Grzybowa,394,20,55-397
Brzeg,Ville,Zdrojowa,47,40,55-652
Pszczyna,Ville,Makowa,613,21,51-519
Krotoszyn,Ville,Pałacowa,16/75,45,86-590
Stalowa Wola,Ville,Wróblewskiego,27/23,28,26-073
Gdańsk,Ville,Akacjowa,620,48,08-477
Gorlice,Ville,Morska,60/79,41,38-919
Tomaszów Mazowiecki,Ville,Okulickiego,452,23,74-872
Białogard,Ville,Okulickiego,39,6,44-836
Świecie,Ville,Kielecka,40/52,37,73-670
Brzeg,Ville,Prosta,703,27,72-490
Kluczbork,Ville,Łanowa,053,36,19-160
Malbork,Ville,Wspólna,27,50,10-957
Chrzanów,Ville,Łanowa,37/80,19,71-023
Gdynia,Ville,Diamentowa,87,39,59-332
Ruda Śląska,Ville,Miarki,05,43,73-864
Piotrków Trybunalski,Ville,Kilińskiego,62/50,49,66-183
Gorzów Wielkopolski,Ville,Morska,45/12,44,75-003
Szczecin,Ville,Fredry,416,26,91-563
Grodzisk Mazowiecki,Ville,Kielecka,267,37,96-990
Wągrowiec,Ville,Konopnickiej,90,3,75-264
Wyszków,Ville,Jesionowa,13/11,9,73-834
Siemianowice Śląskie,Ville,Wiejska,940,48,02-297
Sosnowiec,Ville,Wysoka,41/15,14,12-179
Nowy Targ,Ville,Azaliowa,72,20,54-561
Myszków,Ville,Glówna,51,12,15-854
Włocławek,Ville,Majowa,96,46,36-868
Tychy,Ville,Tysiąclecia,99/13,42,01-330
Zgorzelec,Ville,Jagodowa,058,42,32-188
Kalisz,Ville,Tysiąclecia,003,44,39-927
Szczecin,Ville,Porzeczkowa,05/24,42,38-778
Zabrze,Ville,Sadowa,691,7,14-443
Skierniewice,Ville,Dąbrowskiego,92,17,53-642
Malbork,Ville,Okrężna,89,5,13-648
Sopot,Ville,Stefana Batorego,02,32,80-985
Kościan,Ville,Dąbrowskiego,112,40,62-674
Sieradz,Ville,Szpitalna,101,3,23-878
Nowy Dwór Mazowiecki,Ville,Zakątek,91,18,88-077
Łowicz,Ville,Ściegiennego,64/80,2,53-826
Nowa Sól,Ville,Browarna,59,4,04-212
Białystok,Ville,Rolnicza,01,29,79-876
Płock,Ville,Spółdzielcza,15,22,76-741
Częstochowa,Ville,Grunwaldzka,57,19,83-131
Toruń,Ville,Dąbrowskiej,30,7,51-808
Szczecinek,Ville,Miarki,66/26,8,16-643
Zambrów,Ville,Daszyńskiego,28,18,48-341
Ruda Śląska,Ville,Parkowa,49,28,90-626
Zielona Góra,Ville,Piwna,67,47,13-037
Sieradz,Ville,Handlowa,96,37,61-242
Tczew,Ville,Warszawska,25,7,73-273
Oświęcim,Ville,Miodowa,36,41,40-039
Kutno,Ville,Sybiraków,81/56,4,50-407
Zambrów,Ville,Staffa,58,34,73-093
Rybnik,Ville,Gajowa,501,11,74-685
Radomsko,Ville,Szczęśliwa,66/99,26,08-003
Świnoujście,Ville,Narcyzowa,39/09,31,40-887
Turek,Ville,Jastrzębia,87,11,04-844
Ostrów Mazowiecka,Ville,Gołębia,97,14,96-149
Kalisz,Ville,Gołębia,60,41,34-383
Bełchatów,Ville,Rycerska,89/84,8,55-221
Knurów,Ville,Czarnieckiego,290,14,61-227
Wieluń,Ville,Zamkowa,83,23,31-355
Bolesławiec,Ville,Bukowa,33/57,26,70-332
Siemianowice Śląskie,Ville,Słowackiego,210,3,27-807
Zawiercie,Ville,Czarnieckiego,97/23,10,78-558
Turek,Ville,Kasztanowa,09/47,32,62-846
Świdnik,Ville,Torowa,182,19,68-374
Starogard Gdański,Ville,Podleśna,74/66,4,09-013
Mińsk Mazowiecki,Ville,Grunwaldzka,65,29,75-216
Chełm,Ville,Kusocińskiego,64,12,97-171
Oleśnica,Ville,Wyzwolenia,26,26,63-929
Ostrołęka,Ville,Grzybowa,46/09,8,01-429
Białystok,Ville,Niecała,24/41,24,30-050
Olsztyn,Ville,Lotnicza,66,8,56-602
Wyszków,Ville,Wyszyńskiego,161,35,27-867
Chrzanów,Ville,Gajowa,630,46,22-454
Śrem,Ville,Radosna,576,49,66-911
Zamość,Ville,Brzechwy,041,4,05-487
Świnoujście,Ville,Topolowa,018,26,92-650
Lubin,Ville,Rycerska,36/44,6,23-520
Środa Wielkopolska,Ville,Asnyka,777,27,91-596
Malbork,Ville,Borowa,03/39,49,07-806
Kościan,Ville,Piaskowa,839,6,73-116
Leszno,Ville,Łanowa,11,34,14-516
Skawina,Ville,Władysława Jagiełły,604,23,40-170
Sochaczew,Ville,Baczynskiego,26,32,46-696
Wałcz,Ville,Mała,09,23,26-806
Swarzędz,Ville,Jana Sobieskiego,52,50,12-660
Mińsk Mazowiecki,Ville,Lubelska,08,28,59-218
Wejherowo,Ville,Rzemieślnicza,117,33,19-756
Cieszyn,Ville,Tylna,99/94,42,52-432
Oława,Ville,Lwowska,91,45,43-465
Ruda Śląska,Ville,Żeromskiego,15,20,43-736
Radomsko,Ville,Popiełuszki,50/66,6,94-652
Inowrocław,Ville,Miła,14/70,3,49-254
Leszno,Ville,Bydgoska,83,8,85-460
Pabianice,Ville,Myśliwska,41/06,50,61-584
Dębica,Ville,Dolna,60,34,70-040
Leszno,Ville,Lipca,53/27,17,66-544
Stalowa Wola,Ville,Głogowa,71/18,40,07-237
Legionowo,Ville,Czereśniowa,023,25,16-783
Bydgoszcz,Ville,Gołębia,83,37,21-767
Ciechanów,Ville,Cicha,32/61,21,66-284
Żywiec,Ville,Kopernika,39,11,79-226
Sandomierz,Ville,Lwowska,50/01,37,16-848
Białogard,Ville,Krótka,77/22,14,82-501
Świętochłowice,Ville,Piekarska,86,24,77-578
Lubartów,Ville,Kossaka,720,18,46-760
Olkusz,Ville,Prusa,88,10,63-641
Kielce,Ville,Moniuszki,49,6,25-629
Nowa Ruda,Ville,Fredry,889,40,50-741
Puławy,Ville,Bałtycka,73,36,59-411
Zielona Góra,Ville,Podmiejska,404,30,37-080
Kielce,Ville,Szpitalna,885,23,25-107
Elbląg,Ville,Wspólna,97,6,59-793
Łaziska Górne,Ville,Szafirowa,53/52,28,32-463
Mielec,Ville,Ściegiennego,865,39,80-180
Bełchatów,Ville,Skłodowskiej-Curie,79,33,70-570
Goleniów,Ville,Jasna,39/01,33,08-677
Elbląg,Ville,Rycerska,82/98,5,28-694
Koło,Ville,Jesienna,84/13,47,29-674
Brzeg,Ville,Kosynierów,997,17,18-316
Bartoszyce,Ville,Sawickiej,22/33,15,99-667
Kołobrzeg,Ville,Willowa,02,5,20-810
Białogard,Ville,Wolności,91/56,41,87-570
Świebodzice,Ville,Kruczkowskiego,27,5,01-989
Lubin,Ville,Czereśniowa,14,20,20-514
Krosno,Ville,Młynarska,83,7,67-971
Grodzisk Mazowiecki,Ville,Słowicza,963,11,53-426
Legnica,Ville,Kołłątaja,79/10,22,51-792
Piekary Śląskie,Ville,Malczewskiego,546,44,52-606
Biłgoraj,Ville,Jagiellońska,70,38,75-736
Głogów,Ville,Morelowa,04/61,45,70-371
Sandomierz,Ville,Turystyczna,09,10,85-639
Płock,Ville,Długosza,07/22,24,47-816
Myszków,Ville,Pszenna,871,27,40-582
Kwidzyn,Ville,Leśna,704,29,26-882
Kędzierzyn-Koźle,Ville,Jana,26,2,15-177
Poznań,Ville,Tylna,56,22,40-282
Krosno,Ville,Czarnieckiego,098,22,22-291
Legnica,Ville,Jadwigi,85,26,91-515
Jastrzębie-Zdrój,Ville,Paderewskiego,314,38,91-402
Legnica,Ville,Rózana,76,39,31-023
Gdynia,Ville,Skargi,54,16,76-869
Czeladź,Ville,Modrzewiowa,37,3,96-703
Żagań,Ville,Pogodna,07/68,26,50-859
Rzeszów,Ville,Kalinowa,37,37,28-341
Zgierz,Ville,Dolna,40,17,96-222
Żyrardów,Ville,Jagodowa,81/30,24,27-207
Dąbrowa Górnicza,Ville,Stefana Batorego,74/74,3,29-518
Giżycko,Ville,Jesionowa,57/60,36,74-525
Będzin,Ville,Letniskowa,69,38,19-734
Puławy,Ville,Zdrojowa,288,18,03-655
Pabianice,Ville,Jana,517,36,33-170
Świecie,Ville,Kowalska,26,3,99-389
Grodzisk Mazowiecki,Ville,Mazurska,780,12,61-158
Myszków,Ville,Stawowa,803,25,23-296
Bytom,Ville,Piekarska,940,34,64-547
Marki,Ville,Koralowa,43,47,39-471
Kłodzko,Ville,Zapolskiej,31/47,41,37-485
Środa Wielkopolska,Ville,Wilcza,154,28,79-158
Nowy Dwór Mazowiecki,Ville,Narutowicza,72/49,39,43-965
Pruszków,Ville,Torowa,91/29,26,37-330
Skierniewice,Ville,Wieniawskiego,07,36,66-065
Bełchatów,Ville,Jasna,30,26,68-006
Lubliniec,Ville,Jesienna,67/62,21,52-034
Rumia,Ville,Wyzwolenia,437,17,18-056
Ostrów Mazowiecka,Ville,Lubelska,73/25,37,30-472
Tczew,Ville,Kreta,32/22,7,67-359
Będzin,Ville,Mostowa,504,11,08-055
Jastrzębie-Zdrój,Ville,Letnia,27/15,8,60-534
Żary,Ville,Szkolna,48/72,22,33-624
Zgierz,Ville,Wojciecha,63/99,13,27-508
Będzin,Ville,Grabowa,65/19,1,78-381
Ostrów Wielkopolski,Ville,Ptasia,239,32,40-817
Kraków,Ville,Stawowa,54,50,63-769
Jelenia Góra,Ville,Topolowa,168,50,41-465
Białystok,Ville,Rejtana,01/24,37,78-826
Nowy Targ,Ville,Harcerska,148,2,47-594
Stargard Szczeciński,Ville,Drzymały,69/34,47,64-843
Bochnia,Ville,Jana III Sobieskiego,02/79,36,44-615
Świdnica,Ville,Powstańców Śląskich,945,41,71-277
Mława,Ville,Rybacka,56,38,56-744
Szczecinek,Ville,Cicha,62,13,39-021
Toruń,Ville,Pomorska,83/87,36,15-545
Oława,Ville,Drzymały,110,36,97-524
Kraków,Ville,Czereśniowa,155,22,86-740
Oświęcim,Ville,Szmaragdowa,53/81,16,98-449
Legionowo,Ville,Tartaczna,67,36,59-361
Jarocin,Ville,Boczna,14,46,88-433
Bełchatów,Ville,Miłosza,43/54,10,96-957
Mikołów,Ville,Diamentowa,86,38,80-201
Mikołów,Ville,Sarnia,373,9,35-526
Śrem,Ville,Promienna,141,8,43-377
Poznań,Ville,Klasztorna,83,16,44-372
Opole,Ville,Rybacka,17/24,49,07-378
Nysa,Ville,Jeziorna,04,27,64-832
Ełk,Ville,Gdańska,809,32,90-347
Stalowa Wola,Ville,Nadrzeczna,124,4,76-889
Wyszków,Ville,Kaszubska,19,44,16-168
Kalisz,Ville,Morelowa,66,23,31-955
Koszalin,Ville,Morska,000,39,26-583
Bielawa,Ville,Wiosenna,761,4,12-748
Nowa Sól,Ville,Górna,53/30,10,46-915
Sochaczew,Ville,Jana III Sobieskiego,05/60,26,68-516
Gliwice,Ville,Jeżynowa,30/56,24,20-771
Września,Ville,Mazowiecka,453,27,16-092
Dębica,Ville,Tulipanowa,81,24,39-925
Kędzierzyn-Koźle,Ville,Spółdzielcza,922,50,59-313
Jawor,Ville,Wojska Polskiego,09/42,23,36-020
Żagań,Ville,Traugutta,10,50,02-460
Swarzędz,Ville,Kielecka,08/94,13,23-001
Kłodzko,Ville,Wrzosowa,47/08,41,56-935
Tarnowskie Góry,Ville,Spacerowa,619,43,01-588
Świdnica,Ville,Perłowa,366,11,18-913
Kielce,Ville,Pszenna,30,5,05-207
Pabianice,Ville,Stolarska,91/05,29,99-136
Reda,Ville,Wyzwolenia,405,35,38-520
Kluczbork,Ville,Rycerska,48,4,81-362
Gorzów Wielkopolski,Ville,Parkowa,614,17,46-751
Ostróda,Ville,Bursztynowa,81/98,24,40-349
Rybnik,Ville,Lwowska,54/56,8,20-342
Świebodzice,Ville,Kaszubska,311,39,45-187
Iława,Ville,Jaworowa,31,33,55-955
Sosnowiec,Ville,Sucharskiego,88/13,21,39-790
Turek,Ville,Fabryczna,406,11,30-874
Gdańsk,Ville,Torowa,98,4,80-232
Kościan,Ville,Strumykowa,61/49,19,83-779
Białogard,Ville,Tuwima,99/26,36,47-870
Chorzów,Ville,Mickiewicza,58/38,5,50-622
Cieszyn,Ville,Rataja,04,9,25-661
Ostrowiec Świętokrzyski,Ville,Głogowa,65/68,2,48-668
Środa Wielkopolska,Ville,Krokusowa,44/69,16,23-333
Wyszków,Ville,Sawickiej,190,48,96-052
Suwałki,Ville,Kwiatowa,34,28,50-717
Kluczbork,Ville,Sucharskiego,62,50,86-634
Żywiec,Ville,Piekarska,84/40,19,96-568
Zamość,Ville,Letnia,45,47,20-381
Wołomin,Ville,Kopernika,42,20,35-831
Chełm,Ville,Słowackiego,22/26,25,38-307
Brzeg,Ville,Ludowa,59/89,19,67-667
Przemyśl,Ville,Konopnickiej,331,32,80-817
Nowy Dwór Mazowiecki,Ville,Malczewskiego,04/92,9,06-414
Jaworzno,Ville,Spokojna,17/86,21,60-673
Czechowice-Dziedzice,Ville,Sportowa,36,44,03-211
Jarocin,Ville,Kruczkowskiego,090,38,40-670
Kędzierzyn-Koźle,Ville,Matejki,737,27,86-863
Jaworzno,Ville,Staszica,782,12,94-626
Krotoszyn,Ville,Kusocińskiego,70/25,6,21-745
Łaziska Górne,Ville,Jana,104,19,45-943
Siedlce,Ville,Zielna,58/85,50,19-074
Wieluń,Ville,Turystyczna,396,10,54-425
Nowa Ruda,Ville,Boczna,56,46,48-832
Czeladź,Ville,Prosta,86/32,49,22-203
Mława,Ville,Niepodległości,75,41,84-216
Bielawa,Ville,Nadbrzeżna,51/43,19,51-868
Kędzierzyn-Koźle,Ville,Moniuszki,42,32,77-090
Starogard Gdański,Ville,Kolorowa,18,41,58-847
Gniezno,Ville,Zapolskiej,73,2,33-263
Dąbrowa Górnicza,Ville,Dworcowa,16,15,36-538
Jaworzno,Ville,Skrajna,015,14,13-884
Zabrze,Ville,Górnicza,738,3,71-512
Skawina,Ville,Zacisze,032,4,37-769
Żywiec,Ville,Głowackiego,90,11,71-762
Chełm,Ville,Bolesława Chrobrego,395,10,10-757
Bartoszyce,Ville,Bociania,171,34,13-337
Otwock,Ville,Dojazdowa,80,12,50-909
Łódź,Ville,Rózana,22/48,15,85-136
Sosnowiec,Ville,Fabryczna,396,16,97-436
Wyszków,Ville,Orla,70,36,06-351
Bochnia,Ville,Rataja,100,28,50-264
Żywiec,Ville,Czereśniowa,20,8,86-257
Września,Ville,Mała,776,50,42-706
Grudziądz,Ville,Moniuszki,387,41,42-260
Jastrzębie-Zdrój,Ville,Żabia,94,10,29-869
Ostrowiec Świętokrzyski,Ville,Wesoła,24/36,37,91-163
Skarżysko-Kamienna,Ville,Matejki,80/24,25,54-812
Ełk,Ville,Wolności,21/65,33,37-106
Jawor,Ville,Torowa,390,28,30-550
Płock,Ville,Kowalska,12/16,41,30-799
Łomża,Ville,Stolarska,137,23,19-605
Racibórz,Ville,Orzechowa,80,15,72-889
Malbork,Ville,Odrzańska,347,32,06-527
Głogów,Ville,Glówna,92/56,14,11-915
Iława,Ville,Lazurowa,30,13,44-402
Zakopane,Ville,Wałowa,74,10,86-226
Głogów,Ville,Tylna,790,49,60-752
Nowa Sól,Ville,Daleka,975,21,48-339
Oleśnica,Ville,Zbożowa,40,42,83-659
Nowa Sól,Ville,Turkusowa,671,41,73-442
Kielce,Ville,Powstańców Śląskich,39/33,49,60-786
Wołomin,Ville,Orla,03,33,06-984
Jawor,Ville,Batalionów Chłopskich,45/64,7,06-050
Nowy Targ,Ville,Prusa,943,2,73-154
Tczew,Ville,Turystyczna,12/99,15,80-990
Ząbki,Ville,Szafirowa,26/48,14,42-668
Iława,Ville,Nałkowskiej,635,15,50-567
Bielawa,Ville,Polna,35,39,07-347
Łódź,Ville,Sportowa,579,47,01-772
Brodnica,Ville,Morcinka,402,29,28-026
Krosno,Ville,Morska,114,35,33-403
Ruda Śląska,Ville,Podwale,38/09,14,32-520
Jastrzębie-Zdrój,Ville,Stycznia,03/67,26,81-779
Kluczbork,Ville,Plater,77/65,25,64-674
Dębica,Ville,Pocztowa,670,13,06-724
Żywiec,Ville,Tysiąclecia,562,26,39-335
Krosno,Ville,Mostowa,632,41,25-043
Nowa Sól,Ville,Królewska,43/19,36,76-021
Tarnobrzeg,Ville,Robotnicza,77/71,7,65-395
Żyrardów,Ville,Piaskowa,120,15,26-894
Oświęcim,Ville,Mazowiecka,398,46,65-975
Gorlice,Ville,Bydgoska,41/79,34,83-718
Pszczyna,Ville,Poprzeczna,73/98,42,69-689
Łuków,Ville,Składowa,041,42,43-430
Kalisz,Ville,Składowa,50,7,24-294
Ostrołęka,Ville,Mazowiecka,39,15,68-338
Mława,Ville,Klasztorna,53,5,18-715
Mława,Ville,Kraszewskiego,10,9,01-588
Swarzędz,Ville,Lubelska,10/45,43,42-827
Tychy,Ville,Drzymały,99,27,85-990
Kościerzyna,Ville,Szymanowskiego,78,1,74-383
Czerwionka-Leszczyny,Ville,Warszawska,31/30,1,16-464
Czerwionka-Leszczyny,Ville,Szmaragdowa,634,46,85-232
Gorlice,Ville,Podgórna,53,41,63-139
Śrem,Ville,Konstytucji 3 Maja,762,29,03-828
Słupsk,Ville,Łąkowa,600,23,32-511
Koszalin,Ville,Jaskółcza,37,47,37-839
Zgierz,Ville,Browarna,33,36,43-409
Radomsko,Ville,Górna,74,43,32-342
Szczecinek,Ville,Królewska,59/68,23,04-472
Piaseczno,Ville,Zaciszna,03,19,56-562
Poznań,Ville,Wiślana,21/73,29,18-735
Świnoujście,Ville,Jasna,08,24,85-175
Brodnica,Ville,Kochanowskiego,280,35,04-933
Stalowa Wola,Ville,Kaliska,04/41,4,04-108
Czerwionka-Leszczyny,Ville,Wojciecha,71,4,28-610
Żagań,Ville,Kruczkowskiego,40/06,19,14-359
Wrocław,Ville,Ptasia,088,2,61-046
Ostróda,Ville,Strumykowa,39,39,42-730
Lębork,Ville,Wiklinowa,02,25,79-466
Gorlice,Ville,Leśna,681,23,87-652
Płońsk,Ville,Miła,488,21,30-107
Giżycko,Ville,Klasztorna,92/69,47,62-714
Gdańsk,Ville,Borówkowa,44,9,39-295
Kościerzyna,Ville,Traugutta,632,1,70-693
Kłodzko,Ville,Pałacowa,95,46,96-037
Pruszków,Ville,Ciasna,38/71,18,78-607
Swarzędz,Ville,Wiosenna,93/37,4,90-120
Czeladź,Ville,Cisowa,56/28,12,97-630
Nowy Targ,Ville,Wiślana,64/36,5,98-004
Biała Podlaska,Ville,Dobra,25,8,85-750
Elbląg,Ville,Pszenna,32/27,25,20-335
Wejherowo,Ville,Sokola,84/54,34,64-228
Katowice,Ville,Dolna,65,27,35-011
Olsztyn,Ville,Dębowa,01/18,5,12-068
Gliwice,Ville,Zamkowa,09,13,93-777
Szczytno,Ville,Wieniawskiego,24,40,16-087
Głogów,Ville,Kalinowa,69/05,29,80-660
Jasło,Ville,Jagiellońska,86/56,43,02-948
Skawina,Ville,Piłsudskiego,07,37,97-173
Chełm,Ville,Poniatowskiego,614,27,31-691
Kraśnik,Ville,Konopnickiej,82,11,27-548
Żywiec,Ville,Szczęśliwa,176,42,44-403
Grudziądz,Ville,Szafirowa,44,31,65-507
Gliwice,Ville,Skośna,655,16,18-946
Wejherowo,Ville,Głogowa,509,30,32-387
Radom,Ville,Lubelska,30/96,6,01-957
Kalisz,Ville,Jarzębinowa,42,12,30-497
Łaziska Górne,Ville,Urocza,07,1,99-049
Zduńska Wola,Ville,Modrzewiowa,27/10,20,61-134
Bielsko-Biała,Ville,Klonowa,97/14,40,82-781
Starachowice,Ville,Słoneczna,504,20,34-460
Sopot,Ville,Perłowa,296,1,15-012
Kołobrzeg,Ville,Kwiatowa,16,45,44-422
